Design,Initial_Area,Initial_Delay,Initial_QoR,Recipe,Tool1,Tool2,Tool3,Tool4,Tool5,Tool6,Tool7,Tool8,Tool9,Tool10,Tool11,Tool12,Tool13,Tool14,Tool15,Tool16,Tool17,Tool18,Tool19,Tool20,Final_Area,Final_Delay,Final_QoR
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rf;st;b;rfz;rf;rfz;f;rs;rs;rs;rfz;rw;f;rw;rw;rf;rw;b",5,4,3,5,1,8,3,8,7,4,4,4,8,2,7,2,2,3,2,1,565.82,185.97,104525
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rwz;rwz;rs;f;st;rfz;rs;st;rs;rf;rs;rfz;rw;rwz;rwz;rwz;f;rf",5,5,6,6,4,7,5,8,4,5,4,3,4,8,2,6,6,6,7,3,547.69,189.03,103383
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rs;rwz;rw;rfz;rw;rwz;f;st;rf;rwz;rwz;rf;rfz;b;rf;b;b;rwz",1,5,4,6,2,8,2,6,7,5,3,6,6,3,8,1,3,1,1,6,560.07,185.18,103600
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;st;rw;f;st;rf;st;st;rwz;b;rs;st;rs;rwz;rs;rs;rw;rfz;f",5,4,5,2,7,5,3,5,5,6,1,4,5,4,6,4,4,2,8,7,559.51,185.97,103415
simple_spi_orig.bench,613.13,185.99,113405,"b;b;b;rs;b;rs;rf;rfz;st;rfz;rfz;rw;rw;f;rw;rf;f;rwz;rwz;st",1,1,1,4,1,4,3,8,5,8,8,2,2,7,2,3,7,6,6,5,548.42,185.97,101380
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rfz;rf;b;rwz;rs;b;rw;rfz;rf;f;st;rfz;rf;f;rw;b;f;rf",1,7,8,3,1,6,4,1,2,8,3,7,5,8,3,7,2,1,7,3,551.62,183.29,100833
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;rs;rf;rw;rwz;st;rs;st;rf;st;rf;rw;st;rs;rs;rfz;rw;st;rw",5,6,4,3,2,6,5,4,5,3,5,3,2,5,4,4,8,2,5,2,579.88,184.87,106536
simple_spi_orig.bench,613.13,185.99,113405,"st;f;f;rfz;rfz;rwz;rf;st;rw;f;rf;rwz;b;rs;b;rs;rfz;rw;f;rwz",5,7,7,8,8,6,3,5,2,7,3,6,1,4,1,4,8,2,7,6,529.50,194.46,102626
simple_spi_orig.bench,613.13,185.99,113405,"st;b;b;f;rf;st;st;b;rfz;f;rwz;rwz;b;rwz;rs;rwz;f;rs;b;rfz",5,1,1,7,3,5,5,1,8,7,6,6,1,6,4,6,7,4,1,8,559.04,183.99,102297
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;st;rfz;rs;b;rs;rf;rw;f;st;rs;rw;f;rs;rf;rfz;rfz;f;st",1,3,5,8,4,1,4,3,2,7,5,4,2,7,4,3,8,8,7,5,547.83,203.04,111041
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rs;rfz;rfz;rfz;rw;rs;f;rwz;rwz;rw;st;b;rf;st;f;rf;rfz;rf",1,4,4,8,8,8,2,4,7,6,6,2,5,1,3,5,7,3,8,3,563.20,185.97,104155
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rwz;rfz;b;rf;b;f;f;rs;rs;rf;st;rw;rwz;f;st;rfz;rs;f",1,2,6,8,1,3,1,7,7,4,4,3,5,2,6,7,5,8,4,7,569.59,185.18,105265
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rfz;rwz;rwz;rs;rs;rf;f;st;rs;f;rw;rw;b;b;rs;rwz;rfz;b",1,2,8,6,6,4,4,3,7,5,4,7,2,2,1,1,4,6,8,1,563.74,181.94,101903
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rfz;rs;rwz;f;rw;rwz;rfz;st;rwz;rs;rf;rf;rs;rfz;st;b;rf;rfz",1,2,8,4,6,7,2,6,8,5,6,4,3,3,4,8,5,1,3,8,565.88,183.29,103395
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;f;b;rfz;rfz;rs;rf;st;rfz;rf;st;rfz;f;b;rf;b;rw;f;b",1,8,7,1,8,8,4,3,5,8,3,5,8,7,1,3,1,2,7,1,551.88,193.83,106343
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rwz;st;rwz;rs;b;rf;b;rf;rwz;f;rfz;rs;rf;st;b;f;rfz;b",1,8,6,5,6,4,1,3,1,3,6,7,8,4,3,5,1,7,8,1,550.19,203.11,111650
simple_spi_orig.bench,613.13,185.99,113405,"st;st;b;b;f;rwz;f;b;rs;b;b;st;rwz;b;rfz;st;rfz;b;b;rwz",5,5,1,1,7,6,7,1,4,1,1,5,6,1,8,5,8,1,1,6,541.99,183.82,99003
simple_spi_orig.bench,613.13,185.99,113405,"b;f;st;rf;rs;rs;b;rfz;b;rf;rwz;f;f;rfz;b;rs;rf;rf;rw;f",1,7,5,3,4,4,1,8,1,3,6,7,7,8,1,4,3,3,2,7,561.94,184.87,103224
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;st;rs;rfz;st;rwz;b;rfz;rf;rw;rfz;st;b;rf;rfz;rw;st;rwz;f",5,4,5,4,8,5,6,1,8,3,2,8,5,1,3,8,2,5,6,7,556.90,185.97,102860
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rfz;rw;rf;rs;rfz;rfz;f;f;rfz;rf;rwz;f;f;rwz;b;f;rw;rs",1,7,8,2,3,4,8,8,7,7,8,3,6,7,7,6,1,7,2,4,529.75,185.98,97865
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;st;rwz;b;rwz;rs;rwz;rs;rwz;rf;rw;rw;rs;rf;rwz;rs;st;rwz;rf",1,2,5,6,1,6,4,6,4,6,3,2,2,4,3,6,4,5,6,3,543.24,192.85,104256
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;rf;f;rwz;rw;rwz;rwz;rw;rf;rs;rf;st;rw;rw;f;rf;f;b;b",5,6,3,7,6,2,6,6,2,3,4,3,5,2,2,7,3,7,1,1,558.03,180.87,100440
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rfz;b;rwz;rwz;rs;st;rw;rf;rfz;rfz;rs;st;rw;rfz;f;rf;rf;st",1,8,8,1,6,6,4,5,2,3,8,8,4,5,2,8,7,3,3,5,549.95,193.83,105957
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;f;rfz;rwz;f;b;rw;st;rwz;f;rw;b;rwz;rf;b;rs;rw;rw;b",1,8,7,8,6,7,1,2,5,6,7,2,1,6,3,1,4,2,2,1,532.64,192.59,102144
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rfz;f;st;rw;b;rs;rs;b;rf;rf;f;st;st;b;f;rw;b;b",1,6,8,7,5,2,1,4,4,1,3,3,7,5,5,1,7,2,1,1,567.16,193.83,109431
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;st;rfz;rw;rs;st;rwz;rfz;rw;st;b;rwz;f;st;rwz;rwz;rfz;st;rwz",1,6,5,8,2,4,5,6,8,2,5,1,6,7,5,6,6,8,5,6,553.37,180.76,99540
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rw;rwz;f;st;st;rs;rfz;rw;b;rwz;rw;rwz;b;st;rs;rfz;b;rs",1,6,2,6,7,5,5,4,8,2,1,6,2,6,1,5,4,8,1,4,556.26,203.58,112868
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rw;b;rwz;rs;rwz;b;st;f;rwz;rfz;f;st;rs;st;rfz;rw;rw;rwz",1,8,2,1,6,4,6,1,5,7,6,8,7,5,4,5,8,2,2,6,524.71,195.52,102180
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;st;rwz;rfz;rw;f;rs;rs;f;st;rf;rw;b;rf;rwz;f;b;rwz;b",1,2,5,6,8,2,7,4,4,7,5,3,2,1,3,6,7,1,6,1,539.27,182.65,98098
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;b;b;rf;st;rfz;b;b;rwz;rs;st;rs;b;rw;b;f;b;st;rs",1,2,1,1,3,5,8,1,1,6,4,5,4,1,2,1,7,1,5,4,538.27,190.25,102220
simple_spi_orig.bench,613.13,185.99,113405,"b;st;st;rs;rs;st;rs;rf;rwz;rfz;rwz;rw;rf;rf;rw;st;b;rwz;rf;rs",1,5,5,4,4,5,4,3,6,8,6,2,3,3,2,5,1,6,3,4,562.19,182.65,102284
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rfz;rwz;st;rfz;rwz;rwz;rs;rs;st;f;rw;f;rf;f;b;b;rwz;rfz",5,1,8,6,5,8,6,6,4,4,5,7,2,7,3,7,1,1,6,8,573.54,190.78,108870
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rf;rw;f;rwz;rf;b;f;rfz;st;st;rs;rf;rwz;rwz;rw;rf;rwz;st",1,4,3,2,7,6,3,1,7,8,5,5,4,3,6,6,2,3,6,5,555.07,185.97,102675
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rs;rfz;rfz;rwz;rf;b;rfz;f;b;b;rwz;rwz;rwz;rw;st;b;f;b",1,4,4,8,8,6,3,1,8,7,1,1,6,6,6,2,5,1,7,1,528.48,185.97,97680
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rw;st;rf;rw;st;rwz;st;rwz;rf;rfz;b;rs;b;b;rfz;rs;rw;st",5,5,2,5,3,2,5,6,5,6,3,8,1,4,1,1,8,4,2,5,559.99,185.18,103415
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rs;st;f;f;rfz;rwz;b;rf;rfz;rs;f;b;rs;rf;rw;b;rs;b",1,6,4,5,7,7,8,6,1,3,8,4,7,1,4,3,2,1,4,1,581.51,178.66,103418
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rs;rwz;rs;st;f;b;rf;rw;rw;f;rf;st;f;rwz;f;rw;b;b",1,8,4,6,4,5,7,1,3,2,2,7,3,5,7,6,7,2,1,1,534.23,189.99,100926
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rs;b;rfz;rf;rwz;rw;rf;rw;b;rwz;rs;rf;rw;b;f;rfz;rfz;rwz",5,5,4,1,8,3,6,2,3,2,1,6,4,3,2,1,7,8,8,6,566.99,180.07,101880
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rfz;rfz;f;rs;st;f;rs;st;rwz;f;rw;rw;rs;rw;b;rw;st;rf",5,5,8,8,7,4,5,7,4,5,6,7,2,2,4,2,1,2,5,3,522.09,202.19,105444
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rw;b;st;rwz;rf;b;rs;st;rf;rf;b;rwz;rw;rw;rfz;rs;rw;rf",1,6,2,1,5,6,3,1,4,5,3,3,1,6,2,2,8,4,2,3,571.69,193.83,110203
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rfz;rwz;rs;f;rs;rfz;b;rs;st;rs;rf;b;rf;b;rfz;rwz;f;rs",1,3,8,6,4,7,4,8,1,4,5,4,3,1,3,1,8,6,7,4,525.54,204.98,107100
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rf;rf;st;st;rf;b;rw;b;rwz;st;rfz;st;rfz;rw;f;b;rf;rfz",5,5,3,3,5,5,3,1,2,1,6,5,8,5,8,2,7,1,3,8,565.84,201.86,113565
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rwz;rwz;rwz;rfz;rs;f;b;rs;rw;rs;rw;rfz;b;rfz;rfz;rwz;rw;rwz",5,8,6,6,6,8,4,7,1,4,2,4,2,8,1,8,8,6,2,6,537.27,185.29,99345
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rs;rfz;rf;b;rwz;f;rw;rw;st;b;rs;b;rfz;rfz;f;rwz;rw;f",5,7,4,8,3,1,6,7,2,2,5,1,4,1,8,8,7,6,2,7,567.86,181.08,102627
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rs;rs;rfz;rw;rf;rs;f;rfz;f;st;rw;rfz;st;rf;rf;f;b;rwz",1,1,4,4,8,2,3,4,7,8,7,5,2,8,5,3,3,7,1,6,548.38,185.18,101380
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rw;rfz;rf;rw;rw;st;b;rfz;rf;rf;b;rfz;b;f;rw;rf;rwz;rfz",1,5,2,8,3,2,2,5,1,8,3,3,1,8,1,7,2,3,6,8,556.98,183.82,101748
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rf;f;rf;rw;rfz;rwz;f;f;rw;rs;b;rw;f;f;f;rw;rw;rwz",1,4,3,7,3,2,8,6,7,7,2,4,1,2,7,7,7,2,2,6,561.93,185.97,103785
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rwz;rf;st;rwz;rf;rs;st;rf;f;rw;rs;st;f;st;rwz;rfz;rwz;b",5,5,6,3,5,6,3,4,5,3,7,2,4,5,7,5,6,8,6,1,549.81,181.94,99369
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;st;st;f;b;rwz;rwz;b;b;rs;st;b;rwz;rwz;rw;rfz;rfz;rw;rf",1,6,5,5,7,1,6,6,1,1,4,5,1,6,6,2,8,8,2,3,577.63,189.19,109053
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rfz;rw;b;rwz;b;rfz;rwz;rf;rf;rs;rwz;st;rwz;b;rf;rs;st;rs",1,4,8,2,1,6,1,8,6,3,3,4,6,5,6,1,3,4,5,4,544.07,185.18,100640
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;rf;rwz;st;rf;st;rs;st;rf;f;rw;rwz;f;b;f;f;rfz;f;b",5,2,3,6,5,3,5,4,5,3,7,2,6,7,1,7,7,8,7,1,567.92,184.64,104328
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;rf;rfz;f;rw;rwz;b;rs;rw;b;rw;rf;st;f;b;f;f;st;st",5,2,3,8,7,2,6,1,4,2,1,2,3,5,7,1,7,7,5,5,520.49,185.97,96200
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rw;b;rw;st;st;b;rw;rs;f;rwz;st;rs;b;st;b;b;rs;st",1,3,2,1,2,5,5,1,2,4,7,6,5,4,1,5,1,1,4,5,529.96,201.86,106329
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rfz;rfz;rwz;b;rw;rfz;st;st;rf;f;rw;rfz;st;rs;rwz;rf;rwz;b",5,5,8,8,6,1,2,8,5,5,3,7,2,8,5,4,6,3,6,1,530.11,182.02,96460
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rs;b;rf;rw;rf;st;rs;rf;rw;rwz;f;rw;rfz;st;rfz;rf;rf;f",1,3,4,1,3,2,3,5,4,3,2,6,7,2,8,5,8,3,3,7,542.23,201.86,108942
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rfz;rfz;f;b;rwz;rs;b;rwz;rwz;b;f;rs;f;b;rwz;rs;rwz;rw",1,2,8,8,7,1,6,4,1,6,6,1,7,4,7,1,6,4,6,2,541.27,180.87,97380
simple_spi_orig.bench,613.13,185.99,113405,"st;f;b;rs;rw;f;rw;rf;st;rs;rs;rs;b;rf;st;st;rfz;f;rfz;st",5,7,1,4,2,7,2,3,5,4,4,4,1,3,5,5,8,7,8,5,550.80,195.15,107250
simple_spi_orig.bench,613.13,185.99,113405,"st;b;b;rwz;rf;rwz;st;b;rf;rs;b;rw;rf;f;b;f;rfz;rw;rfz;rfz",5,1,1,6,3,6,5,1,3,4,1,2,3,7,1,7,8,2,8,8,565.51,186.71,105090
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rfz;rfz;rw;b;f;rf;rw;rw;rw;rf;st;rf;b;rfz;rs;f;rwz;st",5,5,8,8,2,1,7,3,2,2,2,3,5,3,1,8,4,7,6,5,526.58,200.52,105200
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;f;rf;rfz;rf;rf;b;rfz;rs;f;st;rf;st;f;rf;rw;f;rf;rwz",1,8,7,3,8,3,3,1,8,4,7,5,3,5,7,3,2,7,3,6,520.19,204.98,106080
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rfz;rw;st;rs;rf;f;rfz;rfz;b;rfz;st;rfz;f;rs;st;f;rw;rw",1,1,8,2,5,4,3,7,8,8,1,8,5,8,7,4,5,7,2,2,552.58,203.11,112056
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;rfz;rw;rfz;b;f;rw;f;rf;rfz;rw;f;rfz;rfz;rs;rwz;f;st;st",5,6,8,2,8,1,7,2,7,3,8,2,7,8,8,4,6,7,5,5,535.12,185.98,98975
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rf;b;rs;rw;rfz;rs;f;b;st;st;rfz;rwz;rf;b;rfz;b;st;rw",1,5,3,1,4,2,8,4,7,1,5,5,8,6,3,1,8,1,5,2,548.42,201.86,110148
simple_spi_orig.bench,613.13,185.99,113405,"st;b;st;st;b;f;rf;st;rf;st;f;rs;st;rw;rf;rfz;rwz;st;rfz;st",5,1,5,5,1,7,3,5,3,5,7,4,5,2,3,8,6,5,8,5,558.78,203.11,113274
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rwz;rw;f;rw;f;rfz;f;rf;rwz;rw;rw;st;rfz;f;f;rw;b;f",1,4,6,2,7,2,7,8,7,3,6,2,2,5,8,7,7,2,1,7,565.84,185.97,104525
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rwz;rwz;f;rw;f;rf;st;rw;rf;rw;rf;f;f;st;st;rwz;st;rfz",1,2,6,6,7,2,7,3,5,2,3,2,3,7,7,5,5,6,5,8,569.72,189.86,107541
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;b;rw;rw;f;rfz;b;rfz;rf;rw;rfz;rw;st;rs;rwz;rw;b;b;rwz",5,8,1,2,2,7,8,1,8,3,2,8,2,5,4,6,2,1,1,6,540.64,187.89,100980
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rs;rw;rf;b;st;rw;rwz;rwz;rf;rw;rf;b;rwz;rs;b;rfz;rs;f",1,6,4,2,3,1,5,2,6,6,3,2,3,1,6,4,1,8,4,7,565.18,187.29,105655
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rwz;rfz;st;rs;rfz;rfz;rwz;rwz;rf;rs;rs;b;rw;rw;rfz;b;st;rfz",5,5,6,8,5,4,8,8,6,6,3,4,4,1,2,2,8,1,5,8,566.66,185.47,104710
simple_spi_orig.bench,613.13,185.99,113405,"b;b;st;rw;b;rfz;f;f;b;rf;rs;st;rwz;b;st;rf;f;rwz;rw;rf",1,1,5,2,1,8,7,7,1,3,4,5,6,1,5,3,7,6,2,3,554.27,184.11,101936
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rfz;rwz;rf;rs;rs;f;rfz;rf;rw;rfz;f;f;b;f;f;rs;rs;rwz",1,7,8,6,3,4,4,7,8,3,2,8,7,7,1,7,7,4,4,6,531.11,191.75,101421
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;b;b;rs;b;rwz;rs;rf;st;b;rs;st;rfz;rf;f;rfz;rwz;rfz;rs",1,3,1,1,4,1,6,4,3,5,1,4,5,8,3,7,8,6,8,4,568.78,190.78,107920
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rs;rs;rw;rs;f;rs;b;rf;rf;f;rw;b;b;rwz;b;rw;rfz;b",1,5,4,4,2,4,7,4,1,3,3,7,2,1,1,6,1,2,8,1,563.16,185.97,104155
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rw;rf;st;rw;rs;rfz;rfz;rw;b;rwz;rf;rs;b;b;f;rs;rw;b",1,2,2,3,5,2,4,8,8,2,1,6,3,4,1,1,7,4,2,1,540.91,185.97,99900
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;rfz;rs;rw;rwz;st;rw;rfz;rfz;rf;f;rs;rfz;rf;rwz;b;rw;rfz;rfz",5,2,8,4,2,6,5,2,8,8,3,7,4,8,3,6,1,2,8,8,558.43,189.19,105462
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rw;rwz;f;rwz;rf;f;b;rw;rf;st;rs;rwz;f;rf;st;f;rs;rw",1,4,2,6,7,6,3,7,1,2,3,5,4,6,7,3,5,7,4,2,554.46,185.18,102490
simple_spi_orig.bench,613.13,185.99,113405,"b;f;st;f;rs;st;f;rwz;st;f;rs;rwz;st;rfz;b;st;rf;rf;st;b",1,7,5,7,4,5,7,6,5,7,4,6,5,8,1,5,3,3,5,1,564.28,184.64,103776
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rs;rwz;f;b;st;st;b;b;rfz;rf;st;rf;st;rfz;b;rf;rw;rfz",1,1,4,6,7,1,5,5,1,1,8,3,5,3,5,8,1,3,2,8,564.86,193.19,108852
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rwz;rf;rs;f;rs;st;rwz;rw;rwz;rwz;b;b;st;rs;rwz;rs;rw;st",5,4,6,3,4,7,4,5,6,2,6,6,1,1,5,4,6,4,2,5,554.03,193.65,106922
simple_spi_orig.bench,613.13,185.99,113405,"st;b;b;rs;rf;rs;f;f;st;rf;b;rf;rfz;rf;b;st;rf;rf;rwz;rs",5,1,1,4,3,4,7,7,5,3,1,3,8,3,1,5,3,3,6,4,562.50,185.97,103970
simple_spi_orig.bench,613.13,185.99,113405,"st;b;b;rf;rfz;rwz;f;f;rwz;f;st;rf;rw;b;rfz;rs;rfz;st;b;st",5,1,1,3,8,6,7,7,6,7,5,3,2,1,8,4,8,5,1,5,545.19,199.56,108455
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rf;rf;b;rfz;st;rfz;st;rw;b;f;b;rs;f;rs;rf;b;rw;b",1,1,3,3,1,8,5,8,5,2,1,7,1,4,7,4,3,1,2,1,541.49,199.34,107659
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rf;b;rwz;st;rf;rs;st;rf;rw;st;f;f;f;rwz;st;rf;rw;rwz",1,7,3,1,6,5,3,4,5,3,2,5,7,7,7,6,5,3,2,6,534.27,191.40,101994
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rfz;b;rw;rfz;st;rwz;b;rfz;rw;rw;rwz;b;rf;rf;rw;b;rf;f",1,3,8,1,2,8,5,6,1,8,2,2,6,1,3,3,2,1,3,7,532.06,200.52,106400
simple_spi_orig.bench,613.13,185.99,113405,"st;f;st;rw;rf;b;rwz;rw;rs;b;rwz;st;rs;rs;st;rw;st;rwz;rw;rs",5,7,5,2,3,1,6,2,4,1,6,5,4,4,5,2,5,6,2,4,531.50,184.80,97704
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rw;rs;rwz;b;rf;st;rs;rw;rs;rw;rw;rs;rs;b;rwz;rs;b;f",1,8,2,4,6,1,3,5,4,2,4,2,2,4,4,1,6,4,1,7,542.19,200.52,108400
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rfz;b;rs;rfz;rfz;rfz;rw;rs;f;rfz;f;st;rwz;rs;f;f;rs;rfz",1,3,8,1,4,8,8,8,2,4,7,8,7,5,6,4,7,7,4,8,547.57,200.18,109400
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rw;rf;rs;rw;st;rf;b;rs;rfz;rf;rwz;rw;rs;rf;rf;rs;rfz;rf",1,4,2,3,4,2,5,3,1,4,8,3,6,2,4,3,3,4,8,3,573.48,185.18,106005
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rw;rw;rw;rfz;f;rfz;rs;st;f;rf;b;f;f;b;rwz;rw;rfz;f",1,6,2,2,2,8,7,8,4,5,7,3,1,7,7,1,6,2,8,7,567.57,184.87,104328
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rs;rfz;f;b;rf;rwz;rwz;st;st;f;rw;rfz;rwz;rfz;st;rs;rwz;rs",1,5,4,8,7,1,3,6,6,5,5,7,2,8,6,8,5,4,6,4,544.09,185.18,100640
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rwz;rfz;rs;rf;rfz;rwz;b;f;st;b;rs;f;rwz;f;f;rfz;b;b",1,1,6,8,4,3,8,6,1,7,5,1,4,7,6,7,7,8,1,1,572.98,184.67,105248
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;f;rfz;f;rw;rfz;rwz;rw;rs;st;rs;rf;rf;rs;b;b;rs;b;rfz",5,2,7,8,7,2,8,6,2,4,5,4,3,3,4,1,1,4,1,8,557.67,184.87,102488
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rf;rw;f;st;rf;rfz;rwz;rw;rs;rwz;st;rfz;rw;st;f;rwz;f;f",1,6,3,2,7,5,3,8,6,2,4,6,5,8,2,5,7,6,7,7,551.00,183.29,100833
simple_spi_orig.bench,613.13,185.99,113405,"st;b;st;b;rwz;rs;rs;st;rs;rw;st;rwz;rw;st;rf;b;st;rwz;st;rfz",5,1,5,1,6,4,4,5,4,2,5,6,2,5,3,1,5,6,5,8,574.75,196.40,112504
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rwz;rf;b;f;f;b;st;rwz;rs;b;b;b;b;rwz;b;rwz;rwz;rfz",1,7,6,3,1,7,7,1,5,6,4,1,1,1,1,6,1,6,6,8,559.85,183.82,102297
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rwz;rs;b;rwz;rf;rwz;st;st;rw;rf;rw;st;st;f;st;st;rs;f",1,5,6,4,1,6,3,6,5,5,2,3,2,5,5,7,5,5,4,7,537.87,196.16,105252
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rwz;f;rf;rfz;rfz;rfz;rf;st;rfz;rf;st;rf;rwz;rw;rfz;rw;rf;rwz",1,5,6,7,3,8,8,8,3,5,8,3,5,3,6,2,8,2,3,6,545.53,191.11,104095
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;rw;rw;rf;rwz;b;b;rf;rwz;rw;st;rs;rwz;rs;f;rf;rwz;b;f",5,6,2,2,3,6,1,1,3,6,2,5,4,6,4,7,3,6,1,7,551.48,180.87,99180
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;f;st;b;rs;st;b;b;rf;rw;rwz;f;rs;rf;st;f;rwz;rf;rwz",1,3,7,5,1,4,5,1,1,3,2,6,7,4,3,5,7,6,3,6,533.51,191.40,101803
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rf;rs;f;rf;rwz;b;rw;rw;rs;st;rw;rfz;f;f;rw;st;f;rs",1,7,3,4,7,3,6,1,2,2,4,5,2,8,7,7,2,5,7,4,562.40,183.71,102846
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;rf;b;rf;rf;rf;st;rwz;st;rwz;rs;rf;rfz;f;rwz;rw;b;rw;rfz",5,2,3,1,3,3,3,5,6,5,6,4,3,8,7,6,2,1,2,8,564.32,182.65,102648
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;rw;st;rfz;rf;rf;rfz;rwz;b;rw;rfz;rfz;f;rs;rs;rwz;rs;rw;rwz",5,2,2,5,8,3,3,8,6,1,2,8,8,7,4,4,6,4,2,6,542.64,180.87,97560
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rf;b;b;rf;rs;rs;rw;rw;rfz;f;f;rf;rwz;rf;b;rfz;st;rwz",5,1,3,1,1,3,4,4,2,2,8,7,7,3,6,3,1,8,5,6,523.68,201.86,105123
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;st;b;st;rs;rw;st;st;rs;f;rwz;f;st;rs;rw;st;rf;b;rfz",1,4,5,1,5,4,2,5,5,4,7,6,7,5,4,2,5,3,1,8,560.00,191.04,106960
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rfz;rwz;st;rw;rf;rw;rfz;rf;rw;rf;rw;rwz;b;rf;rf;rw;rwz;rf",1,1,8,6,5,2,3,2,8,3,2,3,2,6,1,3,3,2,6,3,536.94,191.40,102376
